movie_id,movie_title,release_year,director,actor
365,Kotha Janta,2014,Maruthi,"allu_sirish, regina_cassandra, Rao Ramesh, posani_krishna_murali"
366,Srirastu Subhamastu,2016,Parasuram,"allu_sirish, lavanya_tripathi, ali, Rao Ramesh"
367,Okka Kshanam,2017,Vi Anand,"allu_sirish, Surbhi, satya"
368,ABCD: American Born Confused Desi,2019,Sanjeev Reddy,"allu_sirish, Rukshar Dhillon, vennela_kishore, Viva Harsha"
369,Urvasivo Rakshasivo,2022,Rakesh Sashii,"allu_sirish, anu_emmanuel, sunil, vennela_kishore, posani_krishna_murali"
370,Leader,2010,Sekhar Kammula,"rana_daggubati, Richa Gangopadhyay, kota_srinivasa_rao, Priya Anand, Tanikella Bharani"
371,Nenu Naa Rakshasi,2011,Puri Jagannadh,"rana_daggubati, Ileana D'Cruz, kota_srinivasa_rao, ali, venu_madhav, Shafi, raghu_babu"
372,Naa Istam,2012,Prakash Toleti,"rana_daggubati, Genelia D'Souza,brahmanandham, ali, raghu_babu, Nassar"
373,Krishnam Vande Jagadgurum,2012,Krish,"rana_daggubati, nayanthara, kota_srinivasa_rao, raghu_babu, satyam_rajesh,brahmanandham, posani_krishna_murali"
374,Ghazi,2017,Sankalp Reddy,"rana_daggubati, Taapsee Pannu, satyadev, Priyadarshi "
375,Nene Raju Nene Mantri,2016,Teja,"rana_daggubati, kajal_aggarwal, Catherine Tresa, Navdeep, Jaya Prakash Reddy"
376,Bluff Master,2018,Gopiganesh Pattabhi,"satyadev, Nandita Swetha, prudhvi_raj, brahmaji"
377,47 Days,2020,Pradeep Maddali,"satyadev, Pooja Jhaveri"
378,Uma Maheswara Ugra Roopasya,2020,venkatesh_daggubaati Maha,"satyadev, Naresh, suhas, Roopa Koduvayur"
379,Guvva Gorinka,2020,Mohan Bammidi,"satyadev, Priyaa Lal, Priyadarshi, rahul_ramakrishna"
380,Thimmarusu,2021,Sharan Koppisetty,"satyadev, Priyanka Jawalkar, brahmaji, Ajay, Viva Harsha"
381,Godse,2022,Gopiganesh Pattabhi,"satyadev, Aishwarya Lekshmi, Tanikella Bharani, brahmaji, Priyadarshi"
382,Gurthunda Seethakala,2022,Nagashekar,"satyadev, tamannaah_bhatia, Megha Akash, Kavya Shetty, Priyadarshi"
383,krishnamma,2024,V. V. Gopala krishna,"satyadev, Athira Raj, Archana Iyer"
384,Vellipomakey,2017,Yakub ali,"vishwak_sen, Nithyasree Reddy"
385,Ee Nagaraniki Emaindhi,2018,Tharun Bhascker,"vishwak_sen, Simran Choudhary, Anisha Ambrose, Sai Sushanth Reddy, Abhinav Gomatam, venkatesh_daggubaati Kakumanu"
386,Falaknuma Das,2019,Vishwak Sen,"vishwak_sen, Saloni Mishra, Harshita Gaur"
387,HIT: The First Case,2020,Sailesh Kolanu,"vishwak_sen, Ruhani Sharma, brahmaji"
388,Paagal,2021,Naresh Kuppili,"vishwak_sen, Nivetha Pethuraj, Simran Choudhary"
389,Ashoka Vanamlo Arjuna Kalyanam,2022,Vidya Sagar Chinta,"vishwak_sen, Ritika Nayak, Rukshar Dhillon, vennela_kishore"
390,Ori Devuda,2022,Ashwath Marimuthu,"vishwak_sen, Mithila Palkar, Asha Bhat, venkatesh_daggubaati, rahul_ramakrishna"
391,Das Ka Dhamki,2023,vishwak_sen,"vishwak_sen, Nivetha Pethuraj, Hyper Aadi, Rao Ramesh, Mahesh Achanta"
392,Gaami,2024,Vidyadhar Kagita,"vishwak_sen, Chandini Chowdary"
393,Gangs of Godavari,2024,krishna Chaitanya,"vishwak_sen, Neha Shetty, Hyper Aadi, Anjali"
394,Mechanic Rocky,2024,ravi_teja Mullapudi,"vishwak_sen, meenakshi_chaudhary, Shraddha Srinath, sunil, Naresh, Hyper Aadi, Viva Harsha"
395,Baanam,2009,Chaitanya Dantuluri,"nara_rohit, Vedhika, sree_vishnu"
396,Solo,2011,Parasuram,"nara_rohit, Nisha Aggarwal, prakash_raj, ali, sree_vishnu"
397,Prathinidhi,2014,Prashanth Mandava,"nara_rohit, Shubra Aiyappa, sree_vishnu, kota_srinivasa_rao"
398,Rowdy Fellow,2014,krishna Chaitanya,"nara_rohit, Vishakha Singh, posani_krishna_murali"
399,Asura,2015,krishna Vijay,"nara_rohit, Priya Banerjee, satya Dev, satya"
400,Savitri,2016,Pavan Sadineni,"nara_rohit, Nanditha Raj, posani_krishna_murali, vennela_kishore, satyam_rajesh, satya"
401,Raja Cheyyi Vesthe,2016,Pradeep,"nara_rohit, Isha Talwar, Viva Harsha"
402,Balakrishnudu,2017,Mallela Pavan,"nara_rohit, regina_cassandra, ramya_krishnan, vennela_kishore"
403,Aatagallu,2018,Paruchuri Murali,"nara_rohit, Darshana Banik, jagapathi_babu,brahmanandham, satyam_rajesh"
404,Uppena,2021,Buchi Babu Sana,"vaishnav_tej_panja, krithi_shetty, Vijay Sethupathi"
405,Konda Polam,2021,Krish Jagarlamudi,"vaishnav_tej_panja, rakul_preeth_singh, kota_srinivasa_rao"
406,Ranga Ranga Vaibhavanga,2022,Gireeshaaya,"vaishnav_tej_panja, krithi_shetty, Vijay Sethupathi"
407,Aadikeshava,2023,srikanth N. Reddy,"vaishnav_tej_panja, sreeleela"
408,Raja Varu Rani Garu,2019,Ravi Kiran Kola,"kiran_abbavaram, Rahasya Gorak, Dhanraj, Josh Ravi"
409,SR Kalyanamandapam,2021,Sridhar Gade,"kiran_abbavaram, Priyanka Jawalkar, Annapoorna, Subbaraju"
410,Sebastian P.C. 524,2022,Balaji Sayyapureddy,"kiran_abbavaram, Nuveksha, Rohini, srikanth Iyengar"
411,Sammathame,2022,Gopinath Reddy,"kiran_abbavaram, Chandini Chowdary, sapthagiri, Rajendran, Chammak Chandra"
412,Vinaro Bhagyamu Vishnu Katha,2023,M. Murali krishna,"kiran_abbavaram, Kashmira Pardesi, vennela_kishore, Aamani"
413,Meter,2023,Ramesh Kaduri,"kiran_abbavaram, Athulya Chandra, sapthagiri, prudhvi_raj, posani_krishna_murali"
414,Nenu Meeku Baaga Kavalsinavaadini,2022,Sridhar Gade,"kiran_abbavaram, Sanjana Anand, Getup Srinu"
415,Rules Ranjann,2023,Rathinam krishna,"kiran_abbavaram, Neha Shetty, vennela_kishore, Hyper Aadhi, Subbaraju"
416,KA,2024,Sujith & Sandeep,"kiran_abbavaram, Ajay, Nayan Sarika, Tanvi Ram"
417,Akhil: The Power of Jua,2015,V. V. Vinayak,"akhil_akkineni, Sayyeshaa Saigal, rajendra_prasad,brahmanandham, vennela_kishore, Jaya Prakash Reddy, Mahesh Manjrekar"
418,Hello!,2017,Vikram Kumar,"akhil_akkineni, Kalyani Priyadarshan, Jagapati Babu, ramya_krishnan, Ajay, vennela_kishore, posani_krishna_murali"
419,Mr. Majnu,2019,Venky Atluri,"akhil_akkineni, nidhhi_agerwal, Naga Babu, Rao Ramesh, Priyadarshi Pullikonda, Hyper Aadi, Subbaraju"
420,Agent,2023,Surender Reddy,"akhil_akkineni, Murali Sharma, Mammootty, Sakshi Vaidya"
421,Happy Days,2007,Sekhar Kammula,"nikhil_siddhartha, varun_sandesh, tamannaah_bhatia"
422,Yuvatha,2008,Parasuram,"nikhil_siddhartha, Aksha, Sayaji Shinde, Jaya Prakash Reddy, Prudhviraj"
423,Kirrak Party,2018,Sharan Koppisetty,"nikhil_siddhartha, Simran Pareenja, Samyuktha Hegde"
424,Veedu Theda,2011,Chinni krishna,"nikhil_siddhartha, Puja Banerjee, ali,brahmanandham, ms_narayana, raghu_babu"
425,Swamy Ra Ra,2013,Sudheer Varma,"nikhil_siddhartha, Swati Reddy, satya"
426,Karthikeya,2014,Chandoo Mondeti,"nikhil_siddhartha, Swati Reddy, satya, Praveen"
427,Arjun Suravaram,2019,T. Santhosh,"nikhil_siddhartha, lavanya_tripathi, vennela_kishore, satya"
428,Keshava,2017,Sudheer Varma,"nikhil_siddhartha, Ritu Varma, satya, vennela_kishore"
429,18 Pages,2022,Palnati Surya Pratap,"nikhil_siddhartha, anupama_parameswaran, posani_krishna_murali"
430,Appudo Ippudo Eppudo,2024,Sudheer Varma,"nikhil_siddhartha, Rukmini Vasanth, satya"
431,Karthikeya 2,2022,Chandoo Mondeti,"nikhil_siddhartha, anupama_parameswaran, satya, srinivasa_reddy"
432,Ekkadiki Pothavu Chinnavada,2016,Vi Anand,"nikhil_siddhartha, Hebah Patel, satya, vennela_kishore"
433,Disco,2012,Hari K. Chanduri,"nikhil_siddhartha, Sara Sharmaa, ms_narayana, ali, Prudhviraj"
434,Surya vs Surya,2015,Karthik Gattamneni,"nikhil_siddhartha, Tridha Choudhury, Viva Harsha, satya, Praveen"
435,Aalasyam Amrutam,2010,Chandra Mahesh,"nikhil_siddhartha, Madalasa Sharma, ali, dharmavarapu_subramanyam, ms_narayana"
436,Prema Kavali,2011,K. Vijaya Bhaskar,"aadi_pudipeddi, Isha Chawla, Bramhanandam, ali, Shafi"
437,Lovely,2012,B. Jaya,"aadi_pudipeddi, Shanvi Srivastava, vennela_kishore, "
438,Sukumarudu,2013,G. Ashok,"aadi_pudipeddi, Nisha Aggarwal,brahmanandham"
439,Pyar Mein Padipoyane,2014,Ravikumar Chavali,"aadi_pudipeddi, Shanvi Srivastava, vennela_kishore, Prudhviraj"
440,Galipatam,2014,Naveen Gandhi,"aadi_pudipeddi, Kristina Akheeva, Erica Fernandes, Chammak Chandra"
441,Chuttalabbai,2016,Veerabhadram Chowdary,"aadi_pudipeddi, Namitha Pramod, Prudhviraj, ali, posani_krishna_murali"
442,Next Nuvve,2017,Prabhakar Podakandla,"aadi_pudipeddi, Vaibhavi, Jaya Prakash Reddy, Getup Srinu"
443,Operation Gold Fish,2019,Sai Kiran Adivi,"aadi_pudipeddi, Nithya Naresh"
444,Atithi Devo Bhava,2022,Polimera Nageshawar,"aadi_pudipeddi, Nuveksha, sapthagiri"
445,Tees Maar Khan,2022,Kalyanji Gogana,"aadi_pudipeddi, Payal Rajput, sunil"
446,Jodi,2019,Vishwanath Arigella,"aadi_pudipeddi, Shraddha Srinath, vennela_kishore, Sathya"
447,Sashi,2021,Srinivas Naidu Nadikatla,"aadi_pudipeddi, Surbhi, vennela_kishore"
448,Crazy Fellow,2022,Phani krishna Siriki,"aadi_pudipeddi, Digangana Suryavanshi, Mirnaa Menon, sapthagiri"
449,Thanu Nenu,2015,Ram Mohan P.,"santosh_sobhan, Avika Gor"
450,Paper Boy,2018,V. Jayashankarr,"santosh_sobhan, Riya Suman, posani_krishna_murali"
451,Ek Mini Katha,2021,Karthik Rapolu,"santosh_sobhan, Avika Gor"
452,Manchi Rojulochaie,2021,Maruthi,"santosh_sobhan, mehreen_pirzada, vennela_kishore"
453,"Like, Share & Subscribe",2022,Merlapaka Gandhi,"santosh_sobhan, Faria Abdullah, sapthagiri"
454,Kalyanam Kamaneeyam,2023,Anil Kumar Aalla,"santosh_sobhan, Priya Bhavani Shankar, satyam_rajesh, sapthagiri"
455,Sridevi Shoban Babu,2023,Prasanth Kumar Dimmala,"santosh_sobhan, Gouri G. Kishan"
456,Anni Manchi Sakunamule,2023,B. V. Nandini Reddy,"santosh_sobhan, Malvika Nair, vennela_kishore, rajendra_prasad, Rao Ramesh"
457,Prem Kumar,2023,Abhishek Maharshi,"santosh_sobhan, Rashi Singh"
458,Jai,2004,Teja,"navdeep_pallapolu, Santhoshi, Dhanraj, Chammak Chandra"
459,Modati Cinema,2005,Kuchipudi Venkat,"navdeep_pallapolu, Poonam Bajwa,brahmanandham, ali, sunil, Dharmavarapu Subrahmanyam"
460,Gowtam SSC,2005,P.A. Arun Prasad,"navdeep_pallapolu, Santhoshi, Dhanraj, Chammak Chandra"
461,Seethakoka Chiluka,2006,A. R. Rajaraja,"navdeep_pallapolu, Sheela, ali, prudhvi_raj"
462,Chandamama,2007,Krishna Vamsi,"navdeep_pallapolu, kajal_aggarwal, shiva_balaji, Sindhu Menon"
463,Yagam,2010,P. A. Arun Prasad,"navdeep_pallapolu, Bhumika Chawla, ali,brahmanandham"
464,Mugguru,2011,V. N. Aditya,"navdeep_pallapolu, Reemma Sen, Shraddha Das,brahmanandham, ali, dharmavarapu_subramanyam"
465,Mythri,2012,Surya Raju,"navdeep_pallapolu, Sadha, Bramhanandam, satyam_rajesh"
466,Bangaru Kodipetta,2014,Raj Pippalla,"navdeep_pallapolu, Swati Reddy, santosh_sobhan"
467,Ice Cream,2014,Ram Gopal Varma,"navdeep_pallapolu, Tejaswi Madivada"
468,Love Mouli,2024,Avaneendra,"navdeep_pallapolu, Pankhuri Gidwani, Charvi Dutta"
469,Manasu Maata Vinadhu,2005,V. N. Aditya,"navdeep_pallapolu, Ankitha, venu_madhav, dharmavarapu_subramanyam"
470,Idi Maa Ashokgadi Love Story,2003,Suresh krishna,"shiva_balaji, Kanchi Kaul"
471,Dost,2004,Muppalaneni Shiva,"shiva_balaji, Neha Bamb, ali,brahmanandham, ms_narayana"
472,Chandamama,2007,Krishna Vamsi,"shiva_balaji, kajal_aggarwal, Navdeep, Sindhu Menon"
473,Kumkuma,2005,Jyothindranath Vemuri,"shiva_balaji, Seema"
474,krishna and His Leela,2020,RaviKanth Perepu,"siddhartha_jonnalagadda, Shraddha Srinath, Seerat Kapoor, Viva Harsha"
475,Maa Vintha Gaadha Vinuma,2020,Adithya Mandala,"siddhartha_jonnalagadda, Seerat Kapoor, Viva Harsha"
476,DJ Tillu,2022,Vimal krishna,"siddhartha_jonnalagadda, Neha Shetty, brahmaji"
477,Tillu Square,2024,Mallik Ram,"siddhartha_jonnalagadda, anupama_parameswaran, Neha Shetty"
478,Happy Days,2007,Sekhar Kammula,"varun_sandesh, tamannaah_bhatia, Nikhil Siddarth"
479,Kotha Bangaru Lokam,2008,srikanth Addala,"varun_sandesh, Shweta Basu Prasad, prakash_raj"
480,Kurradu,2009,Sandeep Gunnam,"varun_sandesh, Neha Sharma, ali, ms_narayana"
481,Happy Happy Ga,2010,Priya Sharan,"varun_sandesh, Saranya Mohan, sapthagiri, ali, ms_narayana"
482,Priyudu,2011,Shravan,"varun_sandesh, Preetika, kota_srinivasa_rao, vennela_kishore, ali"
483,Abbai Class Ammai Mass,2013,Koneti Srinu,"varun_sandesh, Hariprriya, ali, vennela_kishore"
484,Nuvvala Nenila,2014,Trinadha Rao Nakkina,"varun_sandesh, Poorna, Dhanraj, vennela_kishore"
485,Induvadana,2022,M. Srinivas Raju,"varun_sandesh, Farnaz Shetty, raghu_babu, ali"
486,Nindha,2024,Rajesh Jagannadham,"varun_sandesh, Tanikella Bharani"
487,Chammak Challo,2013,G. Neelakanta Reddy,"varun_sandesh, Sanchita Padukone, vennela_kishore, raghu_babu, satya"
488,Maro Charita,2010,Ravi Yadav,"varun_sandesh, Anita Galler, Shraddha Das, kota_srinivasa_rao"
489,Priyathama Neevachata Kusalama,2013,Trinadha Rao Nakkina,"varun_sandesh,  Komal Jha, Rao Ramesh"
490,Kudirithe Kappu Coffee,2011,Ramana Salva,"varun_sandesh, Suma Bhattacharya"
491,Andala Rakshasi,2012,Hanu Raghavapudi,"naveen_chandra, lavanya_tripathi, Rahul Ravindran"
492,Dalam,2013,B. Jeevan Reddy,"naveen_chandra, Piaa Bajpai"
493,Naa Rakumarudu,2014,T satya,"naveen_chandra, Ritu Varma, ms_narayana"
494,Lacchimdeviki O Lekkundi,2016,Jagadish Talasila,"naveen_chandra, lavanya_tripathi, Jaya Prakash Reddy"
495,Meelo Evaru Koteswarudu,2016,E. Satti Babu,"naveen_chandra, Shruti Sodhi, Prudhviraj, Jaya Prakash Reddy, Posani Murali krishna, raghu_babu"
496,Juliet Lover of Idiot,2017,Ajay Vodhirala,"naveen_chandra, nivetha_thomas, ali"
497,Bhanumathi & Ramakrishna,2020,srikanth Nagothi,"naveen_chandra, Salony Luthra, Viva Harsha"
498,#Bro,2021,Karthik Thupurani,"naveen_chandra, Avika Gor"
499,Thaggedele,2022,Srinivas Raju,"naveen_chandra, Divya Pillai"
500,Month of Madhu,2023,srikanth Nagothi,"naveen_chandra, Swathi Reddy, Harsha Chemudu"
501,Kalidasu,2008,G. Ravicharan Reddy,"sushanth_anumolu, tamannaah_bhatia, sunil, Ajay"
502,Current,2009,Palnati Surya Pratap,"sushanth_anumolu, Sneha Ullal, raghu_babu,brahmanandham, vennela_kishore, Tanikella Bharani"
503,Adda,2013,G. S. Karthik Reddy,"sushanth_anumolu, Shanvi Srivastava, kota_srinivasa_rao, raghu_babu, Tanikella Bharani"
504,Aatadukundam Raa,2016,G. Nageswara Reddy,"sushanth_anumolu, Sonam Bajwa,brahmanandham, Posani Murali krishna, vennela_kishore, prudhvi_raj"
505,Chi La Sow,2018,Rahul Ravindran,"sushanth_anumolu, Ruhani Sharma, vennela_kishore"
506,Ichata Vahanamulu Niluparadu,2021,S. Darshan,"sushanth_anumolu, meenakshi_chaudhary, vennela_kishore, Priyadarshi"
507,Nee Kosam,1999,Srinu Vaitla,"ravi_teja, Maheswari, Bandla Ganesh, brahmaji"
508,Itlu Sravani Subramanyam,2001,Puri Jagannadh,"ravi_teja, Maheswari, Bandla Ganesh, brahmaji"
509,Avunu Valliddaru Ista Paddaru,2002,Vamsy,"ravi_teja, Kalyani, kota_srinivasa_rao, ms_narayana, Jaya Prakash Reddy"
510,Idiot,2002,Puri Jagannadh,"ravi_teja, Rakshita, prakash_raj, kota_srinivasa_rao, ali, srinivasa_reddy"
511,Khadgam,2002,Krishna Vamsi,"ravi_teja, srikanth, prakash_raj, Kim Sharma, Sangeetha, Shafi, Prudhviraj"
512,Amma Nanna O Tamila Ammayi,2003,Puri Jagannadh,"ravi_teja, Asin, jaya_sudha, prakash_raj, ali, ms_narayana, dharmavarapu_subramanyam"
513,Dongodu,2003,Bheemineni Srinivasarao,"ravi_teja, Kalyani, sunil,brahmanandham, ali, dharmavarapu_subramanyam"
514,Venky,2004,Srinu Vaitla,"ravi_teja, Sneha, srinivasa_reddy,brahmanandham"
515,Naa Autograph,2004,S. Gopal Reddy,"ravi_teja, Bhumika Chawla, Gopika, sunil"
516,Bhadra,2005,Boyapati Sreenu,"ravi_teja, Meera Jasmine, sunil, prakash_raj"
517,Shock,2006,Harish Shankar,"ravi_teja, Jyothika, Tabu,brahmanandham, kota_srinivasa_rao, Subbaraju"
518,Vikramarkudu,2006,S. S. Rajamouli,"ravi_teja, anushka_shetty,brahmanandham, Rajiv Kanakala"
519,Dubai Seenu,2007,Srinu Vaitla,"ravi_teja, nayanthara, brahmanandham, sunil, ms_narayana, Sayaji Shinde"
520,Kick,2009,Surender Reddy,"ravi_teja, Ileana D'Cruz,brahmanandham, ali, Jaya Prakash Reddy"
521,Krack,2021,gopichand Malineni,"ravi_teja, shruthi_hasaan, ali, Hyper Aadi"
522,Josh,2009,Vasu Varma,"naga_chaitanya_akkineni, Karthika,brahmanandham, sunil"
523,Ye maaya Chesaavey,2010,Gautham Menon,"naga_chaitanya_akkineni, samantha_ruth_prabhu"
524,100 % Love,2011,Sukumar,"naga_chaitanya_akkineni, tamannaah_bhatia, dharmavarapu_subramanyam, ms_narayana"
525,Dhada,2011,Ajay Bhuvan,"naga_chaitanya_akkineni, kajal_aggarwal,brahmanandham"
526,Manam,2014,Vikram K Kumar,"naga_chaitanya_akkineni, samantha_ruth_prabhu, Akkineni Nageswara Rao, nagarjuna_akkineni, shriya_saran, ali,brahmanandham"
527,Oka Laila Kosam,2014,vijay Kumar Konda,"naga_chaitanya_akkineni, pooja_hegde, ali"
528,Dohchay,2015,Sudheer Varma,"naga_chaitanya_akkineni, Kriti Sanon,brahmanandham, sapthagiri, Viva Harsha"
529,Premam,2016,Chandoo Mondeti,"naga_chaitanya_akkineni, shruthi_hasaan, anupama_parameswaran, Madonna Sebastian, srinivasa_reddy"
530,Rarandoi Veduka chuddham,2017,Kalyan krishna,"naga_chaitanya_akkineni, rakul_preeth_singh, vennela_kishore"
531,Majili,2019,Shiva Nirvana,"naga_chaitanya_akkineni, samantha_ruth_prabhu, Rao Ramesh, posani_krishna_murali, suhas"
532,Venky Mama,2019,K. S. Ravindra,"naga_chaitanya_akkineni, raashii_khanna, venkatesh_daggubaati, Payal Rajput, Hyper Aadi"
533,Bangarraju,2022,Kalyan krishna,"naga_chaitanya_akkineni, krithi_shetty, nagarjuna_akkineni, vennela_kishore"
534,Love Story,2021,Sekhar Kammula,"naga_chaitanya_akkineni, sai_pallavi, Rajeev Kanakala"
535,Thank You,2022,Vikram K Kumar,"naga_chaitanya_akkineni, raashii_khanna"
536,Custody,2023,Venkat Prabhu,"naga_chaitanya_akkineni, krithi_shetty, vennela_kishore"
537,Nuvvostanante Nenoddantana,2005,Prabhu deva,"siddharth, trisha_krishnan, Srihari, sunil, Jaya Prakash Reddy, raghu_babu, prakash_raj"
538,Chukkalo Chandrudu,2006,Siva Ananth,"siddharth, Sadha, Charmy, Akkineni Nageswara Rao, sunil"
539,Bommarillu,2006,Baskhar,"siddharth, Genelia, prakash_raj, sunil, kota_srinivasa_rao, dharmavarapu_subramanyam"
540,Aata,2007,V. N. Aditya,"siddharth, Ileana D'Cruz, sunil,brahmanandham"
541,Koncham Istam Koncham Kastam,2009,Kishore Kumar Pardasany,"siddharth, tamannaah_bhatia, venu_madhav, prakash_raj,brahmanandham"
542,Oye!,2009,Anand Ranga,"siddharth, Shamili, ali, sunil"
543,Anaganaga oka Dheerudu!,2011,K. Prakash,"siddharth, shruthi_hasaan, Lakshmi Manchu,  ali,brahmanandham"
544,Oh My friend,2011,Sri Ram Venu,"siddharth, Hansika Motwani, shruthi_hasaan, Navdeep"
545,Baava,2010,Rambabu,"siddharth, Pranitha, ali,brahmanandham"
546,Maha Samudhram,2021,Ajay Bhupathi,"siddharth, Aditi Rao Hydari, sharwanand, jagapathi_babu"
547,Something Something,2013,Sundar C.,"siddharth, Hansika Motwani,brahmanandham, venu_madhav"
548,Jigarthanda,2013,Karthik Subbaraj,"siddharth, Lakshmi Menon, Bobby Simha, Karunakaran"
549,Chinna,2022,S.U.Arun Kumar,"siddharth, Anjali nair"
550,Bhaarateeydu - 2,2024,Shankar,"siddharth, kajal_aggarwal, rakul_preeth_singh, Kamal Haasan"
551,Love Failure,2012,Balaji Mohan,"siddharth, Amala Paul, Ravi Raghavendra"
552,Kiss,2013,adivi_sesh,"adivi_sesh, Priya Banerjee, Shafi Moin"
